UCACCSD	YR	LOCATE	ROW	TREE	ShellIntegrity	ShellTexture	ShellColor	SEAL	ShellStrength	ShellThickness	PackingTissue	KernelFill	%TipShrivel	%MinorShrivel	%MajorShrivel	Plumpness	EaseOfRemoval	PercentKernel	%Blank
67-011	2018	Artois	4	1	7	5	7	5	5	1.2	6	5	20	0	0	4	5	51.03685842	0
67-011	2019	New Stuke	9	18	7	5	6	5	5	1.1	5	6	0	0	0	5	5	54.50262178	0
67-011	2019	GB	9	3	7	5	6	5	5	1.2	5	5	0	0	0	5	5	55.09085665	0
67-011	2019	GB	9	3	7	5	6	5	5	1.2	5	5	0	0	0	5	5	54.01550817	0
67-011	2019	GB	9	3	7	5	6	5	5	1.2	5	5	0	0	0	4	4	55.01866169	0
67-011	2019	S505	20	1	7	5	6	5	5	1.2	5	5	0	0	0	5	5	51.20140105	0
67-011	2019	Artois	4	1	7	5	6	5	5	1.2	5	4	30	0	0	4	5	50.03044037	0
67-011	2020	GB	9	3	7	5	6	5	5	1.2	5	5	0	0	0	5	5	52.78041825	0
67-011	2020	S505	20	1	7	5	6	5	3	1.1	5	3	0	20	10	5	4	45.68151147	0
67-011	2020	Crow	3	1	7	5	6	5	5	1.2	5	5	20	10	0	5	4	54.7342485	0
67-011	2021	New Stuke	9	18	7	5	4	5	5	1.1	5	5	0	0	0	5	6	56.96753478	0
67-011	2021	GB	9	3	7	5	6	5	4	1.1	5	5	0	0	0	5	5	57.79255118	0
67-011	2021	S505	20	1	7	5	6	5	5	1.2	5	5	40	0	0	4	5	51.2181747	0
67-011	2021	Artois	4	1	7	6	6	5	4	1.1	5	5	0	0	0	5	5	54.70659095	0
85-023-2	2019	New Stuke	1	18	7	4	4	6	8	2	8	8	0	0	0	7	8	29.20489915	10
85-023-2	2020	New Stuke	1	18	7	4	5	5	7	2	7	7	0	0	0	8	7	29.61405413	0
85-043-1	2018	New Stuke	7	9	7	4	6	5	5	1.2	5	6	0	0	0	6	5	54.41335156	0
85-043-1	2018	GB	5	12	7	4	6	5	5	1.1	5	6	0	0	0	6	5	55.86847645	0
85-043-1	2019	New Stuke	7	9	7	4	7	4	5	1.2	5	6	0	0	0	5	5	56.05315322	0
85-043-1	2019	GB	5	12	7	4	6	4	5	1.2	5	6	0	0	0	6	5	59.61737332	0
85-043-1	2020	New Stuke	7	9	7	4	6	5	5	1.2	5	6	0	0	0	5	5	55.79844387	0
85-043-1	2020	GB	5	12	7	4	6	5	5	1.2	5	6	0	0	0	6	5	57.42480519	0
85-043-1	2021	New Stuke	7	9	7	3	6	5	5	1.2	5	6	NA	NA	NA	NA	5	57.56487677	0
85-043-1	2021	GB	5	12	7	3	6	5	5	1.2	5	6	NA	NA	NA	NA	5	42.37367582	0
91-077-40	2018	Select Davis	34	27	7	4	5	5	5	1.2	6	6	0	0	0	5	5	50.82714602	0
91-077-40	2019	Select Davis	34	27	7	5	4	5	5	1.2	6	6	0	0	0	5	5	52.99993717	0
91-077-40	2021	Select Davis	34	27	7	5	4	5	6	1.3	6	7	NA	NA	NA	NA	6	47.04488926	0
91-084-2	2018	Select Davis	34	26	7	7	6	5	5	1.2	5	6	33.33333333	0	0	5	5	50.05166284	10
91-084-2	2019	Select Davis	34	26	7	5	5	5	5	1.2	5	5	NA	NA	NA	NA	5	50.95748134	0
91-084-2	2020	Select Davis	34	26	7	5	5	5	5	1.3	6	5	NA	NA	NA	NA	5	51.16670879	0
91-136	2018	New Stuke	9	11	7	6	5	5	7	2	6	4	0	10	0	3	6	36.68240576	0
95-011-16	2017	Select Davis	1	11	7	6	5	6	6	1.5	5	6	20	0	0	5	5	51.11552905	0
95-011-16	2017	Select Davis	1	3	7	5	4	6	6	1.5	5	7	0	0	0	5	5	54.07403163	0
95-011-16	2017	S505	42	1	7	5	5	5	6	1.4	5	7	10	10	0	5	5	48.92127447	0
95-011-16	2017	Stolp	3	1	7	5	4	5	5	1.2	5	6	0	0	0	5	4	54.64252882	0
95-011-16	2017	Crane	3	4	7	5	5	5	6	1.4	5	6	50	0	0	5	5	53.89645777	0
95-011-16	2017	Norene	2	1	7	5	5	5	5	1.2	5	6	10	0	0	5	4	59.21888536	0
95-011-16	2018	Select Davis	1	11	7	5	5	5	5	1.2	5	6	0	0	0	5	5	53.56881406	0
95-011-16	2018	Select Davis	1	3	7	5	5	5	5	1.4	5	6	0	0	0	5	5	50.61458618	0
95-011-16	2018	Select Chico	3	52	7	5	5	5	7	1.3	6	6	44.44444444	0	0	5	5	50.81331961	10
95-011-16	2018	S505	1	1	7	5	5	5	6	1.3	5	5	0	0	0	5	5	51.82214073	0
95-011-16	2018	Stolp	3	1	7	5	5	5	6	1.3	5	5	0	0	0	5	4	48.78441907	10
95-011-16	2018	Stolp	1	21	7	5	5	5	6	1.4	5	6	0	0	0	5	4	49.4842233	0
95-011-16	2018	SG	1	1	7	5	5	5	6	1.4	6	6	50	0	0	5	5	50.30776515	0
95-011-16	2018	Moore	1	6	7	5	5	5	5	1.3	5	6	0	0	0	5	4	52.22162535	0
95-011-16	2018	Carriere	11	1	7	5	5	5	6	1.3	5	6	30	0	0	5	5	51.74369748	0
95-011-16	2018	Norene	2	1	7	5	5	5	5	1.4	5	6	22.22222222	0	0	5	5	51.8885166	10
95-011-16	2018	Gilbert	4	1	7	5	5	5	6	1.3	5	6	40	0	0	4	5	53.94521925	0
95-011-16	2018	Artois	1	1	7	5	4	5	5	1.3	5	5	50	0	0	5	4	52.05012182	0
95-011-16	2019	Select Davis	1	11	7	5	5	5	5	1.2	5	6	0	0	0	5	5	56.25806452	0
95-011-16	2019	Select Davis	1	3	7	5	6	5	5	1.2	5	6	10	0	0	6	5	54.05157306	0
95-011-16	2019	Select Davis	1	3	7	5	6	5	5	1.2	5	6	0	0	0	5	5	56.29699248	0
95-011-16	2019	Select Davis	1	3	7	5	5	5	5	1.2	5	6	0	0	0	5	5	55.71795813	0
95-011-16	2019	Select Chico	3	52	7	5	5	5	5	1.2	5	5	42.85714286	0	0	5	5	51.69669952	30
95-011-16	2019	S505	42	1	7	5	5	5	5	1.2	5	6	11.11111111	0	0	5	5	54.04403844	10
95-011-16	2019	Stolp	3	1	7	5	5	5	5	1.2	5	5	30	0	0	5	5	54.03166691	0
95-011-16	2019	Crane	3	4	7	5	5	5	5	1.2	5	4	50	0	0	4	5	48.52353122	0
95-011-16	2019	Moore	1	6	7	5	5	5	6	1.2	5	6	33.33333333	0	0	5	5	51.3981731	10
95-011-16	2019	Norene	2	1	7	5	5	5	5	1.2	5	5	0	0	0	5	5	55.6219232	0
95-011-16	2019	Artois	1	1	7	5	4	5	5	1.2	5	5	0	11.11111111	0	5	4	52.14270971	10
95-011-16	2020	Select Davis	1	11	7	5	5	NA	5	1.2	5	5	11.11111111	0	0	4	5	55.63055724	10
95-011-16	2020	Select Davis	1	3	7	5	5	NA	5	1.2	5	5	0	0	0	5	5	55.44354839	0
95-011-16	2020	Select Davis	3	9	7	5	5	NA	5	1.2	5	6	0	0	0	5	5	54.52501022	0
95-011-16	2020	Select Davis	5	4	7	5	5	NA	5	1.2	5	5	0	0	0	5	5	53.76884422	0
95-011-16	2020	S505	42	1	7	5	5	5	5	1.2	5	5	10	0	0	5	4	52.04016064	0
95-011-16	2020	Stolp	3	1	7	5	5	5	5	1.2	5	5	0	0	0	5	5	54.83118821	0
95-011-16	2020	Moore	1	6	7	5	5	5	6	1.3	5	6	NA	NA	NA	NA	5	51.41453141	0
95-011-16	2020	Carriere	11	1	7	5	5	5	5	1.2	5	5	11.11111111	0	0	5	5	49.97571851	10
95-011-16	2020	CSUC	19	1	7	5	5	5	5	1.2	5	5	0	0	0	5	5	51.16513475	10
95-011-16	2020	Gilbert	4	1	7	5	6	5	5	1.2	5	6	0	0	0	6	5	52.8545781	0
95-011-16	2020	Crow	4	1	7	5	5	5	5	1.2	5	6	0	0	0	6	5	54.71567866	0
95-011-16	2021	Select Davis	1	11	7	5	5	5	6	1.3	5	6	0	0	0	6	5	52.54889388	0
95-011-16	2021	Select Davis	1	3	7	5	5	5	5	1.2	5	5	0	0	0	6	5	54.07076047	0
95-011-16	2021	Select Davis	3	9	7	5	5	5	5	1.2	5	5	40	10	10	5	5	51.17302053	0
95-011-16	2021	Select Davis	5	4	7	5	4	5	5	1.2	5	6	0	33.33333333	0	5	5	51.61813391	10
95-011-16	2021	S505	42	1	7	5	5	5	5	1.2	5	5	0	0	0	5	5	50.62831858	0
95-011-16	2021	Stolp	3	1	7	5	5	5	5	1.2	5	5	10	0	0	5	5	54.49042899	0
95-011-16	2021	Carriere	11	1	7	5	5	5	5	1.2	5	6	11.11111111	0	0	5	5	51.97809825	10
95-011-16	2021	CSUC	19	1	7	5	5	5	5	1.2	5	5	0	0	0	5	5	52.72771953	0
95-011-16	2021	Gilbert	4	1	7	5	5	5	5	1.2	5	5	0	0	0	6	5	56.7329185	0
95-022-26	2017	Select Davis	1	19	7	5	5	4	6	1.3	5	4	22.22222222	0	0	4	5	47.42192142	10
95-022-26	2017	GB	9	2	7	4	5	5	5	1.3	5	5	0	10	0	5	5	51.68767549	0
95-022-26	2018	GB	9	2	7	5	5	3	5	1.3	4	4	0	0	0	4	5	51.547612	10
95-022-26	2021	Select Davis	1	19	7	6	5	5	5	1.2	6	6	NA	NA	NA	NA	5	50.45678145	0
95-026-37	2017	Select Davis	7	17	7	5	5	6	6	1.5	5	7	10	0	0	5	5	51.6942705	0
95-026-37	2017	GB	11	2	7	4	5	6	6	1.6	5	6	0	0	0	5	5	54.16050926	0
95-026-37	2017	S505	1	1	7	5	5	5	5	1.3	5	4	0	0	0	3	4	51.79894997	0
95-026-37	2017	Stolp	4	1	7	6	5	5	6	1.4	5	6	0	0	0	5	5	53.54233523	0
95-026-37	2018	GB	11	2	7	5	3	5	6	1.6	4	7	0	0	0	5	5	53.30027474	0
03-001-3395	2017	Select Davis	7	1	7	5	5	3	5	1.1	5	5	0	0	0	4	4	62.86864308	0
03-001-3395	2018	Select Davis	7	1	7	7	6	4	4	1.1	4	4	0	0	0	5	4	59.41531929	0
03-001-3395	2019	Select Davis	7	1	7	5	5	5	4	1.1	6	5	0	0	0	5	5	63.45783596	0
03-001-3395	2021	Select Davis	7	1	7	5	5	5	4	1	5	5	0	0	0	5	5	63.57576479	0
04-004-626	2018	Select Davis	34	36	7	6	5	3	4	1.1	5	6	0	0	0	4	5	58.39877684	0
06-004-4	2017	Select Davis	32	21	7	5	5	5	5	1.2	5	4	0	0	0	5	5	53.8490304	10
06-004-4	2018	2008SB	5	2	7	4	5	5	4	1.1	5	6	0	0	0	4	5	61.79304897	0
06-004-4	2018	Select Davis	32	21	7	5	5	5	4	1.1	5	5	0	0	0	4	4	60.07188967	0
06-004-4	2019	Select Davis	32	21	7	4	5	5	5	1.2	5	5	0	0	0	4	5	57.42782594	10
06-004-4	2020	2008SB	5	2	7	4	4	5	5	1.1	5	5	0	22.22222222	0	4	5	59.73180039	10
06-004-4	2021	2008SB	5	2	7	5	5	5	5	1.1	5	5	0	0	0	3	5	61.08134975	10
06-004-4	2021	Select Davis	32	21	7	5	5	5	5	1	5	5	0	0	0	3	5	58.56448674	0
06-005-27	2017	2008SB	4	13	7	4	3	6	6	1.5	6	5	0	0	0	4	6	48.38931245	0
06-005-27	2017	Select Davis	28	25	7	5	4	5	6	1.8	5	5	0	0	0	4	5	50.4693671	10
06-005-27	2018	2008SB	4	13	7	4	4	5	6	1.3	6	5	0	0	0	3	6	45.12994025	0
06-005-27	2018	Select Davis	28	25	7	4	5	5	6	1.3	6	6	0	0	0	3	6	49.06429622	0
06-013-20	2017	2008SB	1	32	7	5	7	NA	7	1.4	6	NA	0	16.66666667	50	4	6	42.0683249	40
06-013-20	2017	Select Davis	26	25	7	6	7	5	7	1.5	7	7	0	0	0	5	7	51.94900352	0
06-013-20	2017	S505	1	14	7	5	6	5	7	1.5	6	7	0	0	11.11111111	6	6	50.51405728	10
06-013-20	2018	Select Davis	26	25	7	6	6	4	5	1.3	5	6	0	0	0	4	5	56.15246588	0
06-030-18	2018	2008SB	8	10	7	4	5	5	5	1.2	6	6	10	0	0	5	5	43.90379868	0
06-030-18	2019	2008SB	8	10	7	6	5	5	6	1.3	6	6	0	0	0	5	6	47.60700948	0
06-030-18	2021	2008SB	8	10	7	5	5	5	6	1.2	5	5	0	0	0	5	6	46.79817316	0
08-001-28	2017	2010SB	1	27	7	5	4	5	5	1	4	5	0	0	0	6	5	59.67047168	30
08-001-28	2017	Select Davis	30	35	7	5	3	5	3	0.9	4	5	0	0	0	5	4	62.96408412	10
08-001-28	2018	2010SB	1	27	7	4	4	5	4	1.1	5	4	0	10	0	6	5	58.40290075	0
08-001-28	2018	Select Davis	30	35	7	4	6	5	4	1	5	6	0	0	0	6	5	60.92189501	0
08-002-4	2017	Select Davis	32	17	7	5	5	5	4	1	5	5	0	0	0	5	4	65.83608967	0
08-002-4	2018	2010SB	2	24	7	5	5	5	4	1.1	4	5	0	0	0	6	4	59.3355136	0
08-002-4	2018	Select Davis	32	17	7	5	5	5	4	1	5	5	0	0	0	5	4	59.3342754	0
08-002-4	2019	2010SB	2	24	7	6	5	5	4	1.1	5	6	10	0	0	5	5	60.36444829	0
08-002-4	2019	Select Davis	32	17	7	6	5	5	5	1.1	4	5	0	0	0	5	5	58.69861975	0
08-006-11	2017	Select Davis	30	13	7	5	5	5	5	1.2	6	5	0	0	0	5	6	55.21403283	0
08-006-11	2018	2010SB	4	39	7	6	4	5	5	1.2	6	5	0	0	0	4	5	51.75508432	0
08-006-11	2018	Select Davis	30	13	7	6	5	5	5	1.2	5	5	0	0	0	5	5	53.64193746	0
08-006-11	2019	2010SB	4	39	7	6	5	4	5	1.2	5	5	10	0	0	5	6	52.78071102	0
08-006-11	2019	Select Davis	30	13	7	5	5	5	5	1.2	6	5	0	0	0	4	6	52.8202543	0
08-019-11	2017	2010SB	10	26	7	4	5	5	4	0.9	4	4	0	0	0	5	4	62.86990249	20
08-019-11	2018	2010SB	10	26	7	4	5	5	3	0.9	4	3	0	0	11.11111111	4	4	61.18089064	10
08-019-11	2019	2010SB	10	26	7	4	5	5	4	1	5	4	11.11111111	22.22222222	0	5	4	62.29493561	10
08-019-11	2020	2010SB	10	26	7	5	5	5	4	1	5	4	0	0	0	5	4	60.54785894	0
09-003-20	2017	2011SBa	22	20	7	4	5	5	5	1.2	4	5	0	0	0	5	4	54.27920028	10
09-003-20	2018	2011SBa	22	20	7	4	6	5	5	1.1	5	5	10	0	10	4	5	53.59808612	0
09-003-20	2019	2011SBa	22	20	7	5	5	5	5	1.2	5	5	0	0	0	5	4	53.44632014	0
09-025-13	2018	2011SBb	3	9	7	6	6	5	5	1.2	5	5	0	0	0	3	5	53.92889542	10
09-025-24	2017	2011SBb	3	20	7	6	5	5	5	1.3	6	5	0	0	0	5	5	56.9603228	0
09-025-24	2018	2011SBb	3	20	7	7	6	5	5	1.2	5	6	0	0	0	4	5	50.92167893	0
09-025-60	2017	2011SBb	3	56	7	7	5	5	5	1.3	5	5	10	0	10	5	5	52.34970629	0
09-025-60	2018	2011SBb	3	56	7	7	6	5	5	1.2	5	6	0	0	0	4	5	51.93926247	0
09-025-62	2017	2011SBb	3	58	7	6	5	5	5	1.1	5	5	0	0	11.11111111	5	5	56.06407323	10
09-025-62	2018	2011SBb	3	58	7	7	6	5	5	1	5	6	0	0	0	5	5	56.82622619	0
09-025-62	2020	2011SBb	3	58	7	5	5	5	5	1.2	5	6	0	0	0	5	5	57.83210556	0
09-025-64	2017	2011SBb	3	60	7	7	5	5	5	1.2	5	4	0	0	0	5	5	54.40751018	0
09-025-64	2018	2011SBb	3	60	7	6	5	5	5	1.2	5	4	0	0	0	3	5	54.04445116	0
09-025-69	2017	2011SBb	3	65	7	6	5	5	5	1	5	5	0	0	0	4	5	56.97504742	0
09-025-69	2018	2011SBb	3	65	7	6	5	5	5	1.2	5	4	0	0	0	3	5	53.30467491	0
09-025-72	2017	2011SBb	3	68	7	5	5	5	5	1.1	5	5	0	10	0	5	5	57.45769856	0
09-025-72	2018	2011SBb	3	68	7	6	5	5	5	1.2	5	5	0	0	0	5	5	50.76986077	0
09-025-78	2017	2011SBb	4	65	7	5	5	5	5	1.2	5	5	0	0	0	5	5	54.70390898	0
09-025-78	2018	2011SBb	4	65	7	4	5	5	5	1.2	5	6	0	0	0	4	5	54.11302839	0
09-025-78	2019	2011SBb	4	65	7	5	5	5	5	1.2	5	6	0	0	0	5	5	58.05698886	10
09-025-78	2020	2011SBb	4	65	7	5	5	5	5	1.2	5	6	0	0	0	5	6	54.37596471	10
09-025-78	2021	2011SBb	4	65	7	5	5	5	5	1.2	5	5	0	0	0	5	5	52.14436372	0
09-025-99	2017	2011SBb	4	44	7	5	5	5	4	1	5	5	0	0	0	5	4	59.86879817	0
09-025-99	2018	2011SBb	4	44	7	5	5	5	5	1.2	5	6	0	0	0	5	4	60.10822319	0
09-025-107	2017	2011SBb	4	36	7	6	5	5	4	1.1	5	6	20	0	0	5	5	58.05504587	0
09-025-107	2018	2011SBb	4	36	7	6	5	5	5	1.1	5	5	0	0	0	5	5	59.59732679	0
09-025-117	2017	2011SBb	4	26	7	5	5	5	4	1.2	5	5	0	0	0	5	5	61.88864711	10
09-025-117	2018	2011SBb	4	26	7	4	5	5	4	1	5	6	0	0	0	5	6	58.55568445	0
09-025-117	2019	2011SBb	4	26	7	6	5	5	5	1.1	4	5	0	0	0	5	5	57.78145319	10
09-025-117	2020	2011SBb	4	26	7	6	4	5	5	1.1	5	5	0	0	0	5	5	60.30441927	0
09-025-117	2021	2011SBb	4	26	7	6	5	5	5	1.1	5	5	0	0	0	5	5	55.94759105	0
09-025-123	2017	2011SBb	4	20	7	6	5	5	5	1.1	5	5	11.11111111	0	0	5	5	57.17156458	10
09-025-123	2018	2011SBb	4	20	7	6	5	5	5	1.2	5	5	0	10	0	5	5	52.78484803	0
10-001-6	2018	2012SB	6	6	7	4	5	4	5	1.2	5	5	0	0	0	4	4	58.71242892	0
10-005-3	2017	2012SB	8	68	7	4	3	5	4	0.9	5	5	0	0	0	5	4	64.75939466	0
10-005-3	2018	2012SB	8	68	7	3	4	5	5	1	5	6	0	0	0	6	4	63.79724711	0
10-005-3	2019	2012SB	8	68	7	4	5	5	4	1.1	5	5	0	0	0	5	4	63.59836438	0
10-008-16	2017	2012SB	11	22	7	5	5	5	5	1.2	5	5	10	0	0	5	5	54.99012802	0
10-008-16	2018	2012SB	11	22	7	5	5	5	5	1.1	5	5	0	0	0	5	4	56.37850467	0
10-008-23	2017	2012SB	11	29	7	7	6	5	5	1.1	5	6	10	0	0	5	5	58.80311661	0
10-008-23	2018	2012SB	11	29	7	7	6	5	5	1.1	5	4	50	0	0	5	5	54.35940999	0
10-008-37	2017	2012SB	11	43	7	5	5	6	6	1.2	6	6	20	0	0	4	6	50.01488982	0
10-008-37	2018	2012SB	11	43	7	7	6	5	6	1.2	5	7	0	0	0	6	5	52.57212374	0
10-008-37	2019	2012SB	11	43	7	6	4	5	5	1.2	5	5	20	0	0	5	5	51.99466217	0
10-008-63	2017	2012SB	11	69	7	5	5	5	5	1	5	4	0	0	0	3	5	57.9020979	0
10-008-63	2018	2012SB	11	69	7	6	5	5	3	0.9	5	4	0	10	0	4	4	58.33525301	0
10-008-63	2019	2012SB	11	69	7	5	5	5	4	1.1	5	5	0	0	0	4	5	59.04956085	0
10-008-63	2020	2012SB	11	69	7	5	5	5	5	1.1	5	5	0	0	0	4	4	57.55366545	0
10-008-63	2021	2012SB	11	69	7	6	5	5	5	1.1	5	5	0	0	0	4	5	57.4214876	0
10-008-71	2017	2012SB	12	62	7	4	5	5	6	1.2	5	5	0	0	0	5	5	54.72294181	0
10-008-71	2018	2012SB	12	62	7	3	5	5	5	1.1	6	5	0	0	30	5	6	48.81816647	0
10-008-73	2017	2012SB	12	60	7	5	5	5	5	1.2	5	5	0	0	0	5	5	54.30561548	0
10-008-73	2018	2012SB	12	60	7	5	5	5	5	1.2	5	8	0	10	0	5	7	53.69855644	0
10-008-76	2017	2012SB	12	57	7	5	5	5	5	1.1	5	5	0	10	0	5	4	57.72539694	0
10-008-76	2018	2012SB	12	57	7	5	5	5	5	1.2	5	6	10	0	0	5	5	57.17946893	0
10-016-34	2017	2012SB	14	63	7	5	5	5	5	1.4	6	5	0	0	0	4	5	51.47927085	10
10-016-34	2018	2012SB	14	63	7	3	6	5	5	1.3	7	6	0	0	0	4	5	50.37037037	0
10-018-1	2017	2012SB	14	34	7	4	4	5	5	1.2	5	5	30	0	0	6	5	62.50710811	0
10-018-1	2018	2012SB	14	34	7	4	4	4	3	0.9	5	5	10	0	0	6	4	67.3371869	0
10-018-1	2019	2012SB	14	34	3	5	4	4	4	1	5	5	30	0	0	5	5	66.10712651	0
10-018-1	2021	2012SB	14	34	7	3	4	5	5	1	5	6	0	0	0	6	5	67.58608092	0
10-019-84	2017	2012SB	15	56	7	5	5	5	5	1.2	5	5	0	0	0	4	5	61.47622521	10
10-019-84	2018	2012SB	15	56	7	5	5	4	4	1	5	6	0	0	0	5	5	63.19198013	0
10-019-84	2019	2012SB	15	56	7	5	5	5	5	1.2	5	6	0	0	0	5	5	62.10622325	0
10-019-84	2020	2012SB	15	56	7	5	3	5	5	1	5	5	10	10	0	4	5	61.70233654	0
10-019-84	2021	2012SB	15	56	7	5	4	5	5	1.1	5	6	0	0	0	6	5	61.92649532	0
10-020-3	2017	2012SB	15	66	7	5	5	5	5	1.2	5	5	0	0	0	4	5	58.48084096	0
10-020-3	2018	2012SB	15	66	7	4	6	5	5	1.2	5	6	0	0	0	5	5	54.47897623	0
10-020-3	2019	2012SB	15	66	7	5	5	5	5	1.2	5	6	0	0	0	5	5	55.5695318	0
10-020-3	2020	2012SB	15	66	7	4	3	5	5	1.1	5	6	0	0	0	5	5	57.38480697	0
10-020-3	2021	2012SB	15	66	7	4	4	5	5	1.2	5	5	10	0	0	5	5	54.83375959	0
10-020-9	2017	2012SB	16	67	7	4	4	5	5	1.2	5	5	0	0	0	3	4	59.63682701	0
10-020-9	2018	2012SB	16	67	7	3	5	5	5	1.2	5	5	0	0	0	5	5	60.44226044	0
10-020-9	2019	2012SB	16	67	7	4	5	4	5	1.1	5	6	10	0	0	4	5	60.24740889	0
10-020-9	2020	2012SB	16	67	7	3	5	5	5	1.1	5	6	0	0	0	4	5	60.46634311	0
10-020-9	2021	2012SB	16	67	7	3	3	5	6	1.1	5	5	0	0	0	4	5	60.73808936	0
10-020-10	2017	2012SB	16	66	7	5	5	5	5	1.3	5	6	0	0	0	5	5	59.71802618	0
10-020-10	2018	2012SB	16	66	7	5	5	5	5	1.2	6	5	0	0	0	5	5	53.41104943	10
10-020-10	2019	2012SB	16	66	7	5	5	5	5	1.2	6	5	0	0	0	5	6	56.89523677	0
10-020-10	2020	2012SB	16	66	7	5	5	5	5	1.1	6	5	0	0	0	5	5	56.78085019	0
10-020-10	2021	2012SB	16	66	7	5	4	5	5	1.1	6	6	0	0	0	5	6	56.52242702	10
10-020-12	2017	2012SB	16	64	7	4	3	4	3	1	5	5	0	0	0	4	4	64.54529647	0
10-020-12	2018	2012SB	16	64	7	3	5	5	5	0.9	5	5	0	0	0	3	5	57.54689188	0
10-020-12	2019	2012SB	16	64	7	4	4	5	5	1.2	5	5	0	0	0	5	5	61.71900291	0
10-020-12	2020	2012SB	16	64	7	4	5	5	5	1.1	5	5	10	0	0	4	5	58.84861407	0
10-020-12	2021	2012SB	16	64	7	4	5	5	5	1.1	5	5	0	0	0	4	6	58.83331946	10
10-020-17	2017	2012SB	16	58	7	5	5	5	5	1.1	5	4	0	0	0	4	5	57.51607097	0
10-020-17	2018	2012SB	16	58	7	4	5	5	4	1	5	5	20	0	20	4	5	55.62023562	0
10-020-17	2019	2012SB	16	58	7	5	5	5	5	1.2	5	5	0	0	0	5	5	60.86183679	0
10-020-17	2020	2012SB	16	58	7	5	3	5	5	1.1	5	6	11.11111111	0	0	4	5	58.46726732	10
10-020-17	2021	2012SB	16	58	7	5	5	5	5	1.1	5	6	10	20	0	5	5	59.16373239	0
10-020-59	2017	2012SB	16	16	7	4	3	5	4	1	5	5	0	0	0	4	5	63.81933356	10
10-020-59	2018	2012SB	16	16	7	5	5	5	4	1	5	6	0	0	0	4	5	59.4287325	0
10-020-59	2019	2012SB	16	16	7	5	5	5	5	1.1	5	6	10	0	0	4	5	58.87629454	0
10-020-59	2020	2012SB	16	16	7	5	3	5	5	1.1	5	6	0	0	0	5	5	59.54380764	0
10-020-59	2021	2012SB	16	16	7	4	4	5	5	1.1	5	5	0	0	0	5	5	58.26583001	0
10-024-18	2018	2012SB	17	41	7	5	5	6	6	1.4	5	5	50	0	0	5	6	50.26985351	0
10-024-18	2019	2012SB	17	41	5	4	3	5	5	1.2	5	6	50	0	0	5	5	52.7395382	0
10-024-18	2021	2012SB	17	41	7	3	4	5	5	1.1	5	6	0	0	0	5	6	53.78068986	0
11-003-4	2017	2013SB	21	42	7	3	5	6	6	1.3	5	5	0	10	0	5	5	53.4109817	0
11-003-4	2018	2013SB	21	42	7	4	5	5	5	1.2	5	6	0	0	0	5	5	50.83506875	10
11-003-4	2019	2013SB	21	42	7	4	5	5	6	1.2	5	7	0	0	0	5	6	54.14030013	0
11-020-2	2017	2013SB	22	49	6	5	5	5	3	0.9	5	5	0	30	0	5	4	65.05087209	0
11-020-2	2018	2013SB	22	49	5	6	5	5	3	0.8	4	5	0	0	0	5	4	65.34292372	10
11-029-9	2017	2013SB	23	31	7	4	5	5	5	1.2	5	5	0	0	10	6	5	59.27767813	0
11-029-9	2018	2013SB	23	31	7	5	5	5	4	1.1	5	6	0	0	0	6	5	64.62264151	0
11-029-9	2019	2013SB	23	31	7	4	5	5	5	1.2	5	5	10	0	0	5	5	58.5266229	0
11-030-3	2017	2013SB	23	45	6	5	4	4	3	1.2	4	4	0	0	0	5	5	53.39798746	0
11-030-3	2018	2013SB	23	45	4	4	4	5	4	1.2	5	5	0	0	0	4	5	53.1598513	0
11-030-3	2019	2013SB	23	45	3	5	5	5	5	1.2	5	5	10	0	0	5	5	53.15643778	0
11-030-3	2020	2013SB	23	45	7	5	4	5	5	1.2	5	5	0	0	0	5	5	54.70754336	0
11-030-3	2021	2013SB	23	45	7	5	5	5	5	1.2	5	5	10	0	0	5	5	51.97622276	0
12-002-3	2017	2014SBa	1	3	7	5	3	5	5	1.2	6	3	60	0	30	5	6	46.39397201	0
12-002-3	2018	2014SBa	1	3	7	7	6	5	5	1.2	5	4	10	0	0	5	4	47.84532961	0
12-002-5	2017	2014SBa	1	5	7	5	3	5	5	1.1	5	5	10	10	0	5	5	56.8575233	0
12-002-5	2018	2014SBa	1	5	7	5	6	5	6	1.2	5	7	0	0	10	5	6	56.15633265	0
12-002-6	2017	2014SBa	1	6	7	4	3	5	6	1.2	5	5	0	20	0	5	5	53.13813025	0
12-002-6	2018	2014SBa	1	6	7	5	6	5	6	1.5	6	7	0	0	0	5	6	51.77379769	20
12-002-6	2019	2014SBa	1	6	7	5	6	5	5	1.2	5	6	0	0	0	5	6	54.1491173	10
12-002-7	2017	2014SBa	1	7	7	6	5	5	5	1.1	4	4	0	10	0	5	4	58.00378267	0
12-002-7	2018	2014SBa	1	7	7	6	3	5	5	1.2	5	5	0	0	0	5	5	55.33493096	0
12-002-10	2018	2014SBa	1	10	7	4	6	5	7	1.4	6	7	20	10	0	5	7	45.03273555	0
12-002-11	2017	2014SBa	1	11	7	5	5	5	5	1.2	5	5	30	0	0	5	5	58.37190508	0
12-002-11	2018	2014SBa	1	11	7	5	5	5	5	1.2	5	5	10	0	0	5	5	54.55396424	0
12-002-11	2020	2014SBa	1	11	7	5	5	5	5	1.1	6	5	0	0	0	4	5	54.24683247	0
